date,region,category,value
2018-04-20,Central,Office Supplies,199.18
2018-04-21,Central,Office Supplies,123.628
2018-04-21,Central,Technology,47.976
2018-04-21,East,Furniture,908.82
2018-04-21,West,Furniture,162.6
2018-04-21,West,Technology,11.54
2018-04-22,East,Furniture,254.352
2018-04-22,South,Office Supplies,675.06
2018-04-22,West,Furniture,18.28
2018-04-23,Central,Technology,155.34
2018-04-23,East,Office Supplies,316.654
2018-04-23,South,Furniture,465.088
2018-04-23,South,Office Supplies,3.0
2018-04-23,South,Technology,45.408
2018-04-23,West,Furniture,102.164
2018-04-23,West,Office Supplies,111.568
2018-04-24,West,Office Supplies,1.81
2018-04-24,West,Technology,552.0
2018-04-24,South,Office Supplies,113.568
2018-04-24,Central,Office Supplies,83.214
2018-04-24,East,Office Supplies,107.986
2018-04-24,East,Technology,69.98
2018-04-25,South,Office Supplies,109.968
2018-04-25,West,Furniture,344.981
2018-04-25,West,Office Supplies,115.19399999999999
2018-04-25,West,Technology,107.97
2018-04-26,Central,Furniture,1.988
2018-04-26,West,Office Supplies,59.620000000000005
2018-04-27,West,Office Supplies,183.61
2018-04-27,West,Furniture,139.58
2018-04-27,Central,Furniture,220.2656
2018-04-27,Central,Office Supplies,33.12
2018-04-28,East,Office Supplies,15.232
2018-04-28,South,Office Supplies,28.08
2018-04-28,South,Technology,751.984
2018-04-29,East,Furniture,1048.35
2018-04-29,East,Office Supplies,4.91
2018-04-30,South,Technology,2.376
2018-04-30,West,Office Supplies,227.54000000000002
2018-04-30,West,Furniture,64.96
2018-04-30,South,Office Supplies,36.93
2018-04-30,Central,Office Supplies,43.372
2018-04-30,East,Technology,677.58
2018-04-30,East,Office Supplies,92.98400000000001
2018-04-30,South,Furniture,244.38400000000001
2018-05-01,South,Furniture,4051.5339999999997
2018-05-01,South,Office Supplies,7.936
2018-05-01,South,Technology,48.9
2018-05-02,East,Furniture,129.93
2018-05-02,West,Office Supplies,109.62
2018-05-02,West,Technology,159.56
2018-05-03,East,Furniture,405.918
2018-05-03,East,Office Supplies,98.58800000000001
2018-05-03,West,Office Supplies,881.84
2018-05-04,West,Technology,183.96
2018-05-04,West,Office Supplies,17.61
2018-05-04,West,Furniture,300.904
2018-05-04,South,Office Supplies,629.86
2018-05-04,East,Office Supplies,13.911000000000001
2018-05-05,East,Office Supplies,6.68
2018-05-05,South,Office Supplies,34.5
2018-05-05,West,Furniture,89.991
2018-05-05,West,Office Supplies,53.952
2018-05-06,West,Office Supplies,237.356
2018-05-06,South,Technology,627.168
2018-05-06,South,Office Supplies,245.321
2018-05-06,Central,Technology,408.744
2018-05-06,Central,Office Supplies,790.1479999999999
2018-05-06,Central,Furniture,623.4648
2018-05-06,East,Office Supplies,59.2
2018-05-07,West,Technology,499.934
2018-05-07,Central,Furniture,1962.0900000000001
2018-05-07,Central,Office Supplies,87.444
2018-05-08,West,Technology,3359.952
2018-05-08,West,Office Supplies,81.08
2018-05-08,Central,Office Supplies,41.472
2018-05-08,East,Furniture,176.04999999999998
2018-05-09,South,Furniture,207.0
2018-05-09,South,Office Supplies,65.232
2018-05-09,West,Furniture,286.85
2018-05-09,West,Office Supplies,319.15999999999997
2018-05-09,West,Technology,199.98
2018-05-11,East,Office Supplies,43.92
2018-05-11,West,Office Supplies,101.062
2018-05-11,West,Furniture,209.979
2018-05-11,Central,Office Supplies,86.512
2018-05-11,Central,Furniture,7.996
2018-05-12,Central,Office Supplies,162.16
2018-05-12,East,Furniture,42.85
2018-05-12,East,Office Supplies,126.93599999999999
2018-05-12,East,Technology,87.4
2018-05-12,West,Furniture,285.48
2018-05-12,West,Office Supplies,265.558
2018-05-13,West,Office Supplies,58.48
2018-05-13,South,Office Supplies,20.768
2018-05-13,East,Office Supplies,299.52
2018-05-13,East,Furniture,458.43
2018-05-13,Central,Technology,587.97
2018-05-13,Central,Office Supplies,1641.21
2018-05-14,West,Technology,1399.93
2018-05-14,West,Furniture,18.28
2018-05-14,East,Technology,629.94
2018-05-14,East,Office Supplies,240.234
2018-05-14,West,Office Supplies,504.59000000000003
2018-05-14,Central,Technology,7.992
2018-05-14,Central,Office Supplies,171.01600000000002
2018-05-14,Central,Furniture,899.43
2018-05-14,East,Furniture,261.96
2018-05-14,South,Office Supplies,48.69
2018-05-15,Central,Office Supplies,56.704
2018-05-15,Central,Technology,11.12
2018-05-15,West,Furniture,303.544
2018-05-15,West,Office Supplies,20.304
2018-05-15,West,Technology,29.592
2018-05-16,East,Office Supplies,221.024
2018-05-18,South,Technology,90.72999999999999
2018-05-18,Central,Office Supplies,767.848
2018-05-18,South,Office Supplies,131.18
2018-05-18,West,Technology,344.704
2018-05-18,South,Furniture,302.94
2018-05-18,Central,Furniture,24.5
2018-05-18,East,Office Supplies,3.048
2018-05-18,East,Furniture,14.56
2018-05-18,Central,Technology,114.95
2018-05-18,East,Technology,36.048
2018-05-19,West,Office Supplies,239.38
2018-05-19,Central,Office Supplies,51.232
2018-05-19,Central,Technology,95.992
2018-05-19,East,Office Supplies,281.34
2018-05-19,East,Technology,607.95
2018-05-19,South,Furniture,1943.172
2018-05-19,South,Office Supplies,536.6179999999999
2018-05-19,South,Technology,445.77000000000004
2018-05-19,West,Furniture,681.408
2018-05-19,West,Technology,36.32
2018-05-20,West,Technology,1466.328
2018-05-20,West,Office Supplies,73.188
2018-05-20,Central,Office Supplies,932.81
2018-05-20,West,Furniture,525.2520000000001
2018-05-21,East,Furniture,520.05
2018-05-21,East,Office Supplies,17.97
2018-05-22,Central,Furniture,181.986
2018-05-22,Central,Office Supplies,23.936
2018-05-22,West,Office Supplies,62.18
2018-05-22,West,Technology,68.46
2018-05-23,Central,Office Supplies,70.14800000000001
2018-05-23,West,Furniture,171.288
2018-05-25,South,Office Supplies,29.84
2018-05-25,East,Technology,120.0
2018-05-25,Central,Office Supplies,50.136
2018-05-25,East,Furniture,18.84
2018-05-25,East,Office Supplies,667.2099999999999
2018-05-26,South,Office Supplies,234.2
2018-05-26,South,Technology,23.08
2018-05-26,West,Office Supplies,12.96
2018-05-27,West,Office Supplies,508.59
2018-05-27,West,Technology,400.53599999999994
2018-05-27,West,Furniture,35.0
2018-05-27,Central,Furniture,477.3
2018-05-27,South,Office Supplies,96.32000000000001
2018-05-27,South,Technology,567.162
2018-05-28,Central,Furniture,106.869
2018-05-28,Central,Office Supplies,3.564
2018-05-28,Central,Technology,54.368
2018-05-28,East,Furniture,390.86
2018-05-28,East,Office Supplies,139.002
2018-05-28,South,Furniture,301.96
2018-05-28,West,Office Supplies,15.552
2018-05-28,West,Technology,467.928
2018-05-29,Central,Furniture,71.664
2018-05-29,Central,Office Supplies,619.444
2018-05-30,West,Technology,192.152
2018-05-30,West,Office Supplies,72.62
2018-05-30,West,Furniture,13.592
2018-05-30,South,Furniture,249.97
2018-05-30,Central,Furniture,204.6664
2018-05-30,South,Office Supplies,3.89
2018-06-01,Central,Office Supplies,53.9
2018-06-01,East,Office Supplies,373.766
2018-06-01,East,Technology,158.376
2018-06-02,Central,Office Supplies,10.688
2018-06-02,East,Office Supplies,27.44
2018-06-02,East,Technology,2.97
2018-06-02,South,Office Supplies,25.344
2018-06-02,West,Office Supplies,69.26400000000001
2018-06-03,West,Technology,1144.25
2018-06-03,West,Office Supplies,152.132
2018-06-03,South,Office Supplies,49.778000000000006
2018-06-03,South,Technology,820.352
2018-06-03,East,Technology,78.66
2018-06-03,East,Office Supplies,45.36
2018-06-03,East,Furniture,384.768
2018-06-03,South,Furniture,276.736
2018-06-04,Central,Furniture,30.336
2018-06-04,Central,Office Supplies,15.010000000000002
2018-06-04,South,Furniture,31.984
2018-06-04,South,Office Supplies,130.1
2018-06-04,South,Technology,71.984
2018-06-05,South,Office Supplies,20.736
2018-06-05,Central,Technology,470.376
2018-06-06,West,Furniture,4.95
2018-06-06,West,Office Supplies,26.4
2018-06-08,Central,Office Supplies,122.616
2018-06-08,Central,Technology,381.576
2018-06-08,East,Office Supplies,10.36
2018-06-08,West,Furniture,1497.666
2018-06-08,West,Office Supplies,107.756
2018-06-08,West,Technology,107.064
2018-06-09,Central,Office Supplies,757.112
2018-06-09,Central,Furniture,132.901
2018-06-09,South,Office Supplies,49.12
2018-06-10,West,Technology,368.736
2018-06-10,West,Office Supplies,87.84
2018-06-10,West,Furniture,514.165
2018-06-10,South,Office Supplies,1347.52
2018-06-10,East,Office Supplies,62.562
2018-06-10,Central,Technology,132.52
2018-06-11,South,Office Supplies,8.332
2018-06-11,West,Furniture,455.212
2018-06-11,West,Office Supplies,731.55
2018-06-11,West,Technology,385.8
2018-06-12,West,Technology,71.976
2018-06-12,West,Office Supplies,19.44
2018-06-12,South,Office Supplies,91.2
2018-06-12,South,Furniture,470.028
2018-06-12,East,Furniture,858.24
2018-06-12,East,Office Supplies,96.30799999999999
2018-06-12,Central,Furniture,8.856
2018-06-12,East,Technology,63.92
2018-06-13,South,Office Supplies,181.86
2018-06-13,Central,Technology,47.984
2018-06-13,West,Furniture,291.136
2018-06-13,Central,Furniture,470.302
2018-06-13,Central,Office Supplies,164.736
2018-06-15,Central,Office Supplies,166.45000000000002
2018-06-15,South,Furniture,928.2079999999999
2018-06-15,South,Office Supplies,310.744
2018-06-15,South,Technology,2479.9120000000003
2018-06-15,West,Office Supplies,4.26
2018-06-15,West,Technology,167.93599999999998
2018-06-16,West,Office Supplies,246.82
2018-06-16,West,Furniture,1212.96
2018-06-16,South,Technology,257.96999999999997
2018-06-16,South,Office Supplies,194.676
2018-06-16,East,Technology,479.952
2018-06-16,East,Office Supplies,23.92
2018-06-16,Central,Office Supplies,5.936
2018-06-16,South,Furniture,301.96
2018-06-17,West,Office Supplies,211.69400000000002
2018-06-17,Central,Office Supplies,23.887999999999998
2018-06-17,East,Technology,3505.84
2018-06-17,West,Furniture,155.25
2018-06-18,West,Office Supplies,38.88
2018-06-18,Central,Office Supplies,74.352
2018-06-18,West,Furniture,917.9235
2018-06-19,Central,Furniture,457.485
2018-06-19,Central,Office Supplies,320.53999999999996
2018-06-19,East,Furniture,798.9
2018-06-19,East,Office Supplies,97.82
2018-06-19,East,Technology,225.448
2018-06-20,South,Office Supplies,36.864
2018-06-20,East,Office Supplies,97.484
2018-06-20,East,Technology,389.91999999999996
2018-06-20,South,Technology,503.96
2018-06-21,East,Furniture,17.92
2018-06-21,East,Office Supplies,577.736
2018-06-22,South,Office Supplies,37.608
2018-06-22,East,Office Supplies,50.415000000000006
2018-06-22,Central,Office Supplies,3.036
2018-06-22,Central,Furniture,487.96
2018-06-24,West,Office Supplies,520.22
2018-06-24,East,Office Supplies,21.744
2018-06-24,Central,Office Supplies,193.266
2018-06-24,East,Furniture,449.454
2018-06-25,Central,Technology,148.48
2018-06-25,East,Furniture,400.784
2018-06-25,West,Furniture,871.4
2018-06-25,West,Office Supplies,87.688
2018-06-26,South,Furniture,273.552
2018-06-26,West,Office Supplies,83.76
2018-06-26,South,Office Supplies,13.872
2018-06-26,East,Technology,1144.0860000000002
2018-06-26,West,Technology,431.928
2018-06-26,Central,Technology,543.92
2018-06-26,Central,Office Supplies,20.46
2018-06-26,Central,Furniture,526.45
2018-06-26,East,Office Supplies,1186.108
2018-06-27,West,Furniture,126.3
2018-06-27,West,Office Supplies,19.44
2018-06-27,Central,Office Supplies,20.07
2018-06-27,East,Furniture,191.646
2018-06-27,West,Technology,1287.45
2018-06-29,West,Office Supplies,2646.642
2018-06-29,West,Technology,62.31
2018-06-29,East,Office Supplies,30.69
2018-06-29,East,Furniture,663.98
2018-06-29,Central,Office Supplies,401.056
2018-06-29,Central,Furniture,717.3132
2018-06-30,Central,Furniture,583.282
2018-06-30,Central,Technology,1001.584
2018-06-30,East,Furniture,1066.8600000000001
2018-06-30,East,Office Supplies,1333.99
2018-06-30,South,Furniture,19.52
2018-06-30,West,Furniture,435.999
2018-06-30,West,Office Supplies,280.74199999999996
2018-07-01,Central,Office Supplies,639.83
2018-07-02,Central,Office Supplies,169.192
2018-07-03,West,Technology,4150.972
2018-07-03,West,Office Supplies,87.92
2018-07-03,West,Furniture,675.24
2018-07-03,South,Technology,311.97
2018-07-03,South,Office Supplies,9.552
2018-07-03,South,Furniture,23.99
2018-07-03,East,Technology,258.9
2018-07-03,East,Office Supplies,88.416
2018-07-03,East,Furniture,317.448
2018-07-03,Central,Technology,765.0999999999999
2018-07-03,Central,Office Supplies,273.896
2018-07-05,Central,Furniture,332.028
2018-07-05,Central,Office Supplies,64.366
2018-07-05,Central,Technology,79.96
2018-07-06,West,Furniture,122.136
2018-07-06,East,Office Supplies,19.002000000000002
2018-07-06,South,Furniture,239.24
2018-07-07,East,Furniture,87.21
2018-07-07,East,Office Supplies,46.416
2018-07-07,East,Technology,1480.684
2018-07-07,West,Office Supplies,5.94
2018-07-08,West,Office Supplies,1055.324
2018-07-08,West,Furniture,360.2
2018-07-08,West,Technology,50.0
2018-07-08,East,Office Supplies,248.94
2018-07-08,East,Furniture,123.9
2018-07-08,East,Technology,141.9
2018-07-09,Central,Furniture,526.45
2018-07-09,Central,Office Supplies,296.224
2018-07-09,East,Office Supplies,589.48
2018-07-09,East,Technology,257.98
2018-07-09,West,Office Supplies,1.08
2018-07-10,South,Furniture,18.84
2018-07-10,South,Office Supplies,41.91
2018-07-10,Central,Office Supplies,298.464
2018-07-11,Central,Office Supplies,30.32
2018-07-11,East,Technology,132.6
2018-07-11,West,Office Supplies,206.57
2018-07-11,West,Technology,1359.402
2018-07-12,East,Office Supplies,3.816
2018-07-13,Central,Office Supplies,373.94
2018-07-13,East,Furniture,91.008
2018-07-13,East,Technology,39.594
2018-07-14,West,Technology,611.346
2018-07-14,West,Office Supplies,81.328
2018-07-14,West,Furniture,295.53
2018-07-14,East,Office Supplies,323.864
2018-07-14,East,Furniture,396.92
2018-07-14,East,Technology,1889.946
2018-07-15,East,Furniture,974.5889999999999
2018-07-15,East,Office Supplies,49.900000000000006
2018-07-15,East,Technology,41.9
2018-07-15,South,Furniture,872.94
2018-07-15,South,Office Supplies,192.9
2018-07-16,East,Furniture,71.372
2018-07-16,Central,Office Supplies,2.912
2018-07-17,East,Furniture,39.08
2018-07-17,East,Office Supplies,99.9
2018-07-17,East,Technology,269.98
2018-07-17,South,Furniture,7.904
2018-07-17,West,Furniture,1194.165
2018-07-17,West,Office Supplies,100.86
2018-07-17,West,Technology,479.984
2018-07-18,West,Furniture,1275.144
2018-07-18,East,Technology,599.97
2018-07-18,West,Office Supplies,23.752
2018-07-18,East,Furniture,198.744
2018-07-18,East,Office Supplies,9.184
2018-07-20,Central,Furniture,191.732
2018-07-20,Central,Office Supplies,1340.462
2018-07-20,Central,Technology,389.97
2018-07-20,East,Furniture,347.68399999999997
2018-07-20,East,Office Supplies,13.36
2018-07-21,West,Technology,1698.12
2018-07-21,West,Office Supplies,96.202
2018-07-21,West,Furniture,225.296
2018-07-21,South,Technology,271.96
2018-07-21,South,Office Supplies,368.28
2018-07-21,South,Furniture,311.74
2018-07-21,East,Office Supplies,280.21
2018-07-21,Central,Office Supplies,97.056
2018-07-21,Central,Furniture,124.404
2018-07-21,East,Technology,210.564
2018-07-22,Central,Furniture,526.344
2018-07-22,East,Technology,29.97
2018-07-23,East,Office Supplies,68.448
2018-07-23,West,Office Supplies,73.512
2018-07-23,Central,Technology,559.7
2018-07-23,Central,Office Supplies,196.528
2018-07-24,West,Technology,2399.96
2018-07-25,Central,Furniture,298.116
2018-07-25,Central,Office Supplies,20.23
2018-07-25,East,Furniture,158.684
2018-07-25,East,Office Supplies,321.712
2018-07-26,West,Furniture,362.352
2018-07-26,West,Technology,1649.95
2018-07-27,East,Technology,543.92
2018-07-27,West,Technology,234.95
2018-07-27,West,Office Supplies,39.16
2018-07-27,East,Furniture,14.89
2018-07-27,South,Furniture,91.032
2018-07-27,West,Furniture,23.88
2018-07-28,West,Technology,1145.6
2018-07-28,West,Office Supplies,24.964
2018-07-29,South,Technology,22.0
2018-07-29,West,Technology,90.57
2018-07-29,West,Furniture,115.96
2018-07-29,South,Office Supplies,39.216
2018-07-29,Central,Technology,586.7620000000001
2018-07-29,Central,Office Supplies,173.996
2018-07-29,East,Office Supplies,60.12
2018-07-29,Central,Furniture,302.67
2018-07-30,East,Office Supplies,76.776
2018-07-30,East,Technology,89.95
2018-07-30,West,Office Supplies,356.65
2018-07-31,South,Technology,41.424
2018-07-31,West,Office Supplies,56.56
2018-07-31,West,Furniture,36.96
2018-07-31,East,Technology,285.576
2018-07-31,East,Office Supplies,927.316
2018-07-31,Central,Technology,36.792
2018-07-31,Central,Office Supplies,173.4
2018-08-01,Central,Office Supplies,36.288
2018-08-01,Central,Technology,1535.966
2018-08-01,South,Technology,271.96
2018-08-01,West,Office Supplies,241.43599999999998
2018-08-03,West,Furniture,123.96
2018-08-03,West,Office Supplies,167.68
2018-08-03,Central,Technology,39.816
2018-08-03,Central,Furniture,183.372
2018-08-04,Central,Office Supplies,3.318
2018-08-04,West,Office Supplies,16.752000000000002
2018-08-05,Central,Office Supplies,410.13599999999997
2018-08-05,Central,Technology,79.78
2018-08-05,South,Office Supplies,13.76
2018-08-06,East,Technology,824.95
2018-08-06,Central,Office Supplies,115.296
2018-08-06,East,Office Supplies,322.64
2018-08-06,South,Furniture,161.14000000000001
2018-08-07,West,Office Supplies,1799.05
2018-08-07,West,Furniture,258.93399999999997
2018-08-07,South,Technology,79.992
2018-08-07,West,Technology,923.6
2018-08-07,Central,Technology,183.408
2018-08-07,Central,Office Supplies,118.16
2018-08-07,East,Office Supplies,116.47999999999999
2018-08-10,Central,Technology,1454.49
2018-08-10,Central,Furniture,121.3
2018-08-10,Central,Office Supplies,247.27999999999997
2018-08-11,Central,Office Supplies,51.712
2018-08-11,Central,Technology,153.584
2018-08-11,East,Office Supplies,25.92
2018-08-11,South,Office Supplies,477.51
2018-08-12,West,Office Supplies,882.5440000000001
2018-08-12,West,Technology,717.564
2018-08-12,West,Furniture,54.92
2018-08-12,East,Office Supplies,237.42000000000002
2018-08-12,East,Furniture,1779.9
2018-08-12,South,Office Supplies,20.736
2018-08-13,East,Office Supplies,17.544
2018-08-13,South,Furniture,455.632
2018-08-13,South,Office Supplies,1925.71
2018-08-13,South,Technology,1.584
2018-08-13,West,Office Supplies,242.69400000000002
2018-08-14,West,Furniture,418.296
2018-08-14,West,Office Supplies,22.439999999999998
2018-08-15,Central,Office Supplies,50.4
2018-08-15,East,Office Supplies,1899.472
2018-08-16,South,Office Supplies,80.564
2018-08-17,Central,Furniture,91.376
2018-08-17,Central,Office Supplies,52.431999999999995
2018-08-17,East,Furniture,4878.738
2018-08-17,East,Office Supplies,895.92
2018-08-17,South,Office Supplies,102.93
2018-08-17,South,Technology,98.16
2018-08-17,West,Office Supplies,3325.7560000000003
2018-08-17,West,Technology,71.976
2018-08-18,Central,Office Supplies,228.188
2018-08-18,East,Furniture,138.44
2018-08-18,East,Office Supplies,128.118
2018-08-18,East,Technology,61.089999999999996
2018-08-18,West,Furniture,65.94
2018-08-18,West,Office Supplies,4116.647999999999
2018-08-18,West,Technology,2340.06
2018-08-19,West,Office Supplies,102.72
2018-08-19,East,Office Supplies,407.43
2018-08-19,Central,Office Supplies,2.296
2018-08-20,West,Technology,107.88
2018-08-20,West,Office Supplies,508.82
2018-08-20,East,Office Supplies,40.29
2018-08-20,South,Technology,35.96
2018-08-21,Central,Office Supplies,87.52
2018-08-21,East,Furniture,117.08
2018-08-21,East,Office Supplies,4615.04
2018-08-21,South,Furniture,866.4
2018-08-21,West,Furniture,1087.3519999999999
2018-08-21,West,Office Supplies,1045.9940000000001
2018-08-21,West,Technology,465.148
2018-08-22,East,Furniture,314.532
2018-08-22,West,Furniture,210.008
2018-08-23,South,Furniture,2.784
2018-08-23,South,Office Supplies,219.664
2018-08-23,South,Technology,4367.896
2018-08-24,East,Office Supplies,685.0560000000002
2018-08-25,South,Office Supplies,205.31199999999998
2018-08-25,East,Furniture,130.98
2018-08-25,East,Office Supplies,25.696
2018-08-26,Central,Furniture,64.96
2018-08-26,Central,Office Supplies,53.72
2018-08-26,South,Technology,71.98
2018-08-27,West,Technology,879.984
2018-08-27,Central,Office Supplies,5.952
2018-08-27,East,Furniture,1488.424
2018-08-27,East,Office Supplies,113.52000000000001
2018-08-27,East,Technology,1467.858
2018-08-27,South,Office Supplies,22.416
2018-08-27,West,Furniture,549.316
2018-08-27,West,Office Supplies,1663.068
2018-08-28,West,Office Supplies,105.24000000000001
2018-08-28,West,Technology,35.168
2018-08-28,Central,Office Supplies,165.474
2018-08-28,West,Furniture,1137.75
2018-08-29,West,Furniture,148.02
2018-08-29,East,Office Supplies,9.408
2018-08-29,Central,Office Supplies,78.04
2018-08-31,West,Office Supplies,375.67999999999995
2018-08-31,West,Technology,689.408
2018-08-31,West,Furniture,569.568
2018-08-31,South,Office Supplies,229.544
2018-08-31,Central,Office Supplies,638.73
2018-08-31,South,Technology,659.9
2018-09-01,Central,Furniture,498.26
2018-09-01,East,Furniture,114.9
2018-09-01,West,Furniture,283.56
2018-09-01,West,Office Supplies,345.1
2018-09-01,West,Technology,19.99
2018-09-02,West,Technology,201.584
2018-09-02,West,Office Supplies,120.386
2018-09-02,West,Furniture,452.504
2018-09-02,South,Office Supplies,1577.94
2018-09-02,East,Office Supplies,353.284
2018-09-02,East,Furniture,1563.5480000000002
2018-09-02,Central,Technology,3169.2599999999998
2018-09-02,Central,Office Supplies,609.8879999999999
2018-09-02,East,Technology,603.94
2018-09-03,West,Furniture,239.666
2018-09-03,West,Technology,284.97
2018-09-03,West,Office Supplies,88.52
2018-09-03,South,Office Supplies,24.448
2018-09-03,Central,Technology,100.8
2018-09-03,East,Furniture,272.565
2018-09-03,Central,Furniture,108.4
2018-09-03,East,Office Supplies,424.96
2018-09-03,Central,Office Supplies,51.519999999999996
2018-09-04,West,Technology,48.736000000000004
2018-09-04,Central,Furniture,825.174
2018-09-04,Central,Office Supplies,95.152
2018-09-04,East,Office Supplies,64.524
2018-09-04,East,Technology,111.0
2018-09-04,South,Furniture,97.184
2018-09-04,South,Office Supplies,10.368
2018-09-04,West,Furniture,2800.624
2018-09-04,West,Office Supplies,1307.44
2018-09-05,West,Office Supplies,2.78
2018-09-05,South,Technology,89.568
2018-09-05,South,Office Supplies,234.696
2018-09-07,Central,Furniture,135.3
2018-09-07,Central,Office Supplies,1650.948
2018-09-07,Central,Technology,127.0
2018-09-07,East,Office Supplies,584.6279999999999
2018-09-07,South,Office Supplies,81.568
2018-09-07,West,Furniture,335.38800000000003
2018-09-07,West,Office Supplies,71.517
2018-09-07,West,Technology,862.216
2018-09-08,South,Technology,158.376
2018-09-08,South,Office Supplies,61.68
2018-09-08,East,Technology,384.456
2018-09-08,Central,Furniture,1000.239
2018-09-08,Central,Technology,405.18399999999997
2018-09-08,Central,Office Supplies,109.272
2018-09-08,East,Office Supplies,65.12
2018-09-09,West,Technology,159.96
2018-09-09,West,Office Supplies,202.598
2018-09-09,West,Furniture,243.92
2018-09-09,South,Office Supplies,1130.108
2018-09-09,East,Furniture,224.508
2018-09-09,East,Technology,2286.534
2018-09-09,East,Office Supplies,66.961
2018-09-09,Central,Office Supplies,27.336
2018-09-09,South,Furniture,14.136
2018-09-10,West,Furniture,362.352
2018-09-10,Central,Office Supplies,1161.864
2018-09-10,Central,Technology,556.818
2018-09-10,East,Office Supplies,118.696
2018-09-10,East,Technology,296.952
2018-09-10,South,Office Supplies,2.78
2018-09-10,West,Office Supplies,7.184
2018-09-11,West,Furniture,2264.2
2018-09-11,West,Office Supplies,2023.8600000000001
2018-09-11,South,Office Supplies,462.44
2018-09-11,West,Technology,223.91199999999998
2018-09-11,Central,Office Supplies,42.9
2018-09-11,Central,Furniture,512.19
2018-09-11,South,Furniture,34.504
2018-09-12,West,Office Supplies,166.44
2018-09-12,East,Office Supplies,316.75
2018-09-12,West,Furniture,8.36
2018-09-13,South,Office Supplies,15.92
2018-09-14,Central,Office Supplies,19.05
2018-09-14,East,Furniture,830.718
2018-09-14,East,Office Supplies,214.19400000000002
2018-09-14,East,Technology,1333.605
2018-09-14,South,Office Supplies,1017.136
2018-09-14,West,Office Supplies,56.7
2018-09-15,West,Technology,369.544
2018-09-15,West,Office Supplies,2875.912
2018-09-15,West,Furniture,1233.908
2018-09-15,South,Office Supplies,163.96
2018-09-15,Central,Technology,323.976
2018-09-15,East,Office Supplies,379.34
2018-09-15,East,Furniture,1378.8600000000001
2018-09-15,Central,Office Supplies,63.616
2018-09-15,East,Technology,495.91
2018-09-16,East,Technology,119.96000000000001
2018-09-16,West,Office Supplies,32.7
2018-09-16,East,Office Supplies,582.9179999999999
2018-09-16,Central,Technology,55.992
2018-09-16,Central,Office Supplies,17.568
2018-09-16,East,Furniture,22.512
2018-09-17,Central,Furniture,318.43
2018-09-17,Central,Office Supplies,15.712
2018-09-17,Central,Technology,1415.76
2018-09-17,East,Office Supplies,34.05
2018-09-17,East,Technology,480.0
2018-09-17,South,Furniture,723.92
2018-09-17,South,Office Supplies,106.32
2018-09-17,West,Furniture,1292.94
2018-09-17,West,Office Supplies,502.124
2018-09-17,West,Technology,89.97
2018-09-18,South,Technology,507.66
2018-09-18,West,Technology,101.34
2018-09-18,West,Office Supplies,173.46
2018-09-18,South,Office Supplies,469.85
2018-09-18,South,Furniture,20.32
2018-09-18,East,Office Supplies,19.44
2018-09-18,East,Furniture,9.82
2018-09-18,Central,Office Supplies,210.04
2018-09-19,East,Office Supplies,37.242
2018-09-19,South,Office Supplies,131.016
2018-09-19,West,Furniture,481.804
2018-09-19,West,Office Supplies,94.696
2018-09-19,West,Technology,903.4300000000001
2018-09-20,East,Technology,1749.92
2018-09-20,East,Office Supplies,113.824
2018-09-20,East,Furniture,5496.174
2018-09-21,Central,Office Supplies,20.16
2018-09-21,East,Office Supplies,1.908
2018-09-21,South,Office Supplies,92.774
2018-09-21,West,Office Supplies,71.37
2018-09-21,West,Technology,151.96
2018-09-22,West,Office Supplies,49.14
2018-09-22,South,Technology,34.95
2018-09-22,South,Office Supplies,722.86
2018-09-22,East,Technology,1542.964
2018-09-22,Central,Furniture,241.96
2018-09-22,East,Furniture,12.07
2018-09-22,Central,Technology,185.13
2018-09-22,Central,Office Supplies,305.22
2018-09-22,East,Office Supplies,4776.919
2018-09-23,Central,Office Supplies,103.16
2018-09-23,Central,Technology,331.94399999999996
2018-09-23,South,Office Supplies,264.59999999999997
2018-09-23,South,Technology,199.95
2018-09-23,West,Furniture,804.732
2018-09-23,West,Office Supplies,643.4159999999999
2018-09-23,West,Technology,47.984
2018-09-24,West,Office Supplies,38.379999999999995
2018-09-24,West,Technology,1365.48
2018-09-24,South,Technology,491.74
2018-09-24,South,Office Supplies,388.774
2018-09-24,West,Furniture,199.8
2018-09-24,East,Furniture,103.056
2018-09-24,Central,Technology,727.9
2018-09-24,East,Technology,1999.524
2018-09-24,Central,Office Supplies,11.424
2018-09-24,Central,Furniture,1124.384
2018-09-25,West,Office Supplies,39.9
2018-09-25,South,Office Supplies,177.55
2018-09-25,East,Technology,119.96
2018-09-25,East,Office Supplies,260.80699999999996
2018-09-25,East,Furniture,535.766
2018-09-25,Central,Office Supplies,8.26
2018-09-25,Central,Furniture,269.97
2018-09-26,South,Furniture,419.136
2018-09-26,West,Furniture,9.24
2018-09-26,West,Office Supplies,1058.2
2018-09-28,West,Office Supplies,448.104
2018-09-28,West,Furniture,42.016000000000005
2018-09-28,West,Technology,54.384
2018-09-28,East,Office Supplies,2.655
2018-09-28,Central,Office Supplies,1.744
2018-09-28,South,Office Supplies,10.368
2018-09-29,Central,Office Supplies,35.936
2018-09-29,Central,Technology,336.51
2018-09-29,East,Furniture,429.154
2018-09-29,East,Office Supplies,158.038
2018-09-29,East,Technology,239.976
2018-09-29,South,Office Supplies,243.92
